OrderID,OrderDate,UnitCost,Price,OrderQty,CostofSales,Sales,Profit,Channel,PromotionName,ProductName,Manufacturer,ProductSubCategory,ProductCategory,Region,City,Country
10438,2036-11-01,38.05235549,293,10,380.5235549,2930,2549.476445,Store,No Discount,The Phone Company Touch Screen Phones SAW/On-wall M806 Gold,The Phone Company,Touch Screen Phones ,Cell phones,North America,Wapato,United States
10439,2036-11-02,134.4830786,310,6,806.8984714,1736,929.1015286,Store,North America Back-to-School Promotion,The Phone Company Smart phones Unlocked International M800 Grey,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Spokane,United States
10440,2036-11-03,1.95631525,129,10,19.5631525,1290,1270.436847,Store,No Discount,Proseware Ink Jet Wireless All-In-One Printer M400 Grey,"Proseware, Inc.","Printers, Scanners & Fax",Computers,Asia,Tokyo,Japan
10442,2036-11-04,861.6939814,999,26,22404.04352,25374.6,2970.556484,Store,North America Holiday Promotion,WWI Projector 720p DLP56 Silver,Wide World Importers,Projectors & Screens,Computers,North America,Roanoke,United States
10443,2036-11-05,91.7280788,266,9,825.5527092,2340.8,1515.247291,Store,North America Spring Promotion,The Phone Company PDA Handheld 3.7 inch M630 Black,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Anchorage,United States
10444,2036-11-06,85.08102245,334,9,765.729202,2872.4,2106.670798,Reseller,Asian Spring Promotion,Fabrikam SLR Camera M147 Silver,"Fabrikam, Inc.",Digital SLR Cameras,Cameras and camcorders ,Asia,Beijing,China
10445,2036-11-07,13.53590778,69,10,135.3590778,690,554.6409222,Store,No Discount,SV 8xDVD E100 Black,Southridge Video,VCD & DVD,TV and Video,North America,Boston,United States
10446,2036-11-08,106.7020862,136,12,1280.425034,1632,351.5749659,Store,No Discount,Proseware All-In-One Photo Printer M200 Grey,"Proseware, Inc.","Printers, Scanners & Fax",Computers,Asia,Thimphu,Bhutan
10448,2036-11-09,123.1046631,299.23,10,1231.046631,2992.3,1761.253369,Store,No Discount,Contoso 8GB Clock & Radio MP3 Player X850 Green,"Contoso, Ltd",MP4&MP3,Audio,North America,Baltimore,United States
10449,2036-11-10,39.45317102,190,4,157.8126841,722,564.1873159,Store,North America Spring Promotion,Proseware Screen 100in M1609 Black,"Proseware, Inc.",Projectors & Screens,Computers,North America,Seattle,United States
10450,2036-11-11,39.50436077,229,9,355.5392469,2015.2,1659.660753,Store,North America Spring Promotion,WWI Projector 480p LCD12 Black,Wide World Importers,Projectors & Screens,Computers,North America,New London,United States
10451,2036-11-12,61.39540697,109,9,552.5586627,959.2,406.6413373,Store,North America Spring Promotion,Proseware Screen 80in E1010 Black,"Proseware, Inc.",Projectors & Screens,Computers,North America,Trenton,United States
10452,2036-11-13,184.5571078,312,9,1661.01397,2761.2,1100.18603,Store,North America Spring Promotion,A. Datum SLR Camera M136 Silver,A. Datum Corporation,Digital SLR Cameras,Cameras and camcorders ,North America,Old Saybrook,United States
10454,2036-11-14,2.649518461,4.06,360,953.8266459,1461.194,507.3673541,Catalog,North America Spring Promotion,Contoso Original K1m Li-Ion Standard Battery E170 Black,"Contoso, Ltd",Cell phones Accessories,Cell phones,North America,North Harford,United States
10455,2036-11-15,25.41414934,268,10,254.1414934,2680,2425.858507,Store,No Discount,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Silver,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,Buffalo,United States
10457,2036-11-16,73.19812592,890,10,731.9812592,8900,8168.018741,Reseller,No Discount,Fabrikam Business Videographer 1'' 25mm M600 White,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Seattle,United States
10458,2036-11-17,42.73122946,79,9,384.5810651,707.05,322.4689349,Store,North America Spring Promotion,Proseware Laser Jet Printer E100 Black,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,Elmira,United States
10459,2036-11-18,4.293499183,28,6,25.7609951,162.4,136.6390049,Online,North America Back-to-School Promotion,Contoso Digital Camera/Camcorder USB Cable E324 Silver,"Contoso, Ltd",Cameras & Camcorders Accessories,Cameras and camcorders ,North America,Bethesda,United States
10460,2036-11-19,143.850339,188.5,13,1870.054407,2450.5,580.4455926,Store,North America Holiday Promotion,A. Datum Advanced Digital Camera M300 Silver,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,Spring,United States
10462,2036-11-20,57.32977039,56.9,10,573.2977039,569,-4.297703867,Store,No Discount,SV 8xDVD E130 Black,Southridge Video,VCD & DVD,TV and Video,Europe,Athens,Greece
10466,2036-11-21,139.288558,199,5,696.4427902,995,298.5572098,Store,No Discount,SV Car Video AM/FM E1000 Black,Southridge Video,Car Video,TV and Video,Asia,Hong Kong,China
10467,2036-11-22,40.68570613,267,10,406.8570613,2670,2263.142939,Store,No Discount,The Phone Company Smart phones Unlocked M300 White,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Beaumont,United States
10468,2036-11-23,108.2317321,229,8,865.853857,1786.2,920.346143,Store,European Holiday Promotion,Proseware Projector 480p LCD12 Black,"Proseware, Inc.",Projectors & Screens,Computers,Europe,Baumholder,Germany
10469,2036-11-24,27.88358327,43.81,13,362.4865825,560.768,198.2814175,Store,North America Holiday Promotion,Contoso Expandable 4-Handset Cordless Phone System M206 Black,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,Midland,United States
10470,2036-11-25,77.06968546,259,6,462.4181127,1554,1091.581887,Online,Asian Holiday Promotion,SV Car Video TFT6.2W E6281 Silver,Southridge Video,Car Video,TV and Video,Asia,Beijing,China
10471,2036-11-26,127.9026262,179.99,12,1534.831515,2159.88,625.048485,Online,European Spring Promotion,Contoso DVD 12-Inch Player Portable M400 Silver,"Contoso, Ltd",Movie DVD,"Music, Movies and Audio Books",Europe,Berlin,Germany
10473,2036-11-27,8.682288864,16.9,5,43.41144432,84.5,41.08855568,Store,No Discount,Contoso USB Data Link - direct connect adapter E600 White,"Contoso, Ltd",Computers Accessories,Computers,North America,New York,United States
10474,2036-11-28,297.9138166,2295,12,3574.965799,26622,23047.0342,Reseller,Asian Summer Promotion,Contoso Projector 1080p X980 Black,"Contoso, Ltd",Projectors & Screens,Computers,Asia,Beijing,China
10475,2036-11-29,11.64616754,50,6,69.87700522,280,210.1229948,Store,North America Holiday Promotion,Contoso Bluetooth Notebook Mouse E70 White,"Contoso, Ltd",Computers Accessories,Computers,North America,Lowell,United States
10478,2036-11-30,82.55240747,299,26,2146.362594,7714.2,5567.837406,Store,North America Holiday Promotion,Contoso Home Theater System 2.1 Channel E1200 White,"Contoso, Ltd",Home Theater System,TV and Video,North America,Queen Anne's County,United States
10479,2036-12-01,5.415132644,269,4,21.66053058,1035.65,1013.989469,Store,North America Spring Promotion,SV Car Video TFT6.2W E6282 Black,Southridge Video,Car Video,TV and Video,North America,Grand Prairie,United States
10480,2036-12-02,354.065686,889,27,9559.773522,23647.4,14087.62648,Online,North America Spring Promotion,Contoso Home Theater System 7.1 Channel M1700 White,"Contoso, Ltd",Home Theater System,TV and Video,North America,Bethesda,United States
10481,2036-12-03,6.132384111,69,9,55.191457,607.2,552.008543,Store,North America Spring Promotion,Proseware CRT19 E201 Black,"Proseware, Inc.",Monitors,Computers,North America,New London,United States
10482,2036-12-04,993.5916475,1520,9,8942.324828,13376,4433.675172,Store,North America Spring Promotion,Fabrikam Independent filmmaker 2/3'' 17mm X100 White,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,New York,United States
10483,2036-12-05,3.087333592,33.9,9,27.78600233,301.71,273.9239977,Catalog,North America Spring Promotion,Contoso Primary Extended Capacity Battery Pack - notebook battery X100 Black,"Contoso, Ltd",Computers Accessories,Computers,North America,North Harford,United States
10484,2036-12-06,15.60393191,41.99,12,187.2471829,503.88,316.6328171,Reseller,No Discount,SV PCI Network Adapter E905 Silver,Southridge Video,Computers Accessories,Computers,Asia,Beijing,China
10485,2036-12-07,10.62900176,13.89,20,212.5800352,277.8,65.21996481,Online,No Discount,Contoso DVD 58 DVD Storage Binder M55 Silver,"Contoso, Ltd",Movie DVD,"Music, Movies and Audio Books",Asia,Beijing,China
10490,2036-12-08,66.48765909,129,13,864.3395682,1651.2,786.8604318,Store,North America Holiday Promotion,Contoso Multimedia Speakers M25 White,"Contoso, Ltd",Computers Accessories,Computers,North America,Rochester,United States
10495,2036-12-09,51.60683637,52.9,20,1032.136727,1058,25.86327268,Store,No Discount,Contoso ADSL Modem Splitter/Filter X 3 E300 Black,"Contoso, Ltd",Computers Accessories,Computers,North America,Montreal,Canada
10498,2036-12-10,41.07595794,980,8,328.6076635,7252,6923.392336,Store,European Holiday Promotion,Fabrikam Trendsetter 2/3'' 17mm X100 White,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,Europe,Lancashire,United Kingdom
10500,2036-12-11,236.315401,259,9,2126.838609,2279.2,152.3613908,Online,North America Spring Promotion,Adventure Works LCD20 M210 Black,Adventure Works,Monitors,Computers,North America,Bethesda,United States
10501,2036-12-12,168.1389993,304,6,1008.833996,1793.6,784.7660044,Store,North America Back-to-School Promotion,Contoso SLR Camera M143 Grey,"Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,North America,New York,United States
10502,2036-12-13,275.2669114,349.95,13,3578.469848,4479.36,900.890152,Store,North America Holiday Promotion,"Adventure Works 20"" LCD HDTV M120 Silver",Adventure Works,Televisions,TV and Video,North America,Clifton,United States
10503,2036-12-14,28.30694923,196.9,10,283.0694923,1969,1685.930508,Store,No Discount,A. Datum SLR-like Digital Camera M400 Azure,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,Orono,United States
10504,2036-12-15,38.67506216,43.81,20,773.5012432,876.2,102.6987568,Reseller,No Discount,Contoso Expandable 4-Handset Cordless Phone System M206 Black,"Contoso, Ltd",Home & Office Phones,Cell phones,Europe,Paris,France
10505,2036-12-16,1.35695058,9.99,240,325.6681391,2396.601,2070.932861,Store,North America Back-to-School Promotion,Contoso Touch Stylus Pen E150 Black,"Contoso, Ltd",Cell phones Accessories,Cell phones,North America,Lakeland,United States
10506,2036-12-17,10.03041969,40.55,12,120.3650363,478.49,358.1249637,Reseller,Asian Summer Promotion,NT Wireless Bluetooth Stereo Headphones E302 Black,Northwind Traders,Bluetooth Headphones,Audio,Asia,Beijing,China
10508,2036-12-18,4.268514308,129,13,55.49068601,1625.4,1569.909314,Store,North America Holiday Promotion,Proseware LCD17W E202 White,"Proseware, Inc.",Monitors,Computers,North America,Worcester,United States
10509,2036-12-19,55.28690025,199.95,8,442.295202,1519.62,1077.324798,Online,European Holiday Promotion,WWI 2GB Pulse Smart pen M100 Silver,Wide World Importers,Recording Pen,Audio,Europe,Berlin,Germany
10510,2036-12-20,53.18917647,279,6,319.1350588,1615.41,1296.274941,Store,European Spring Promotion,SV Car Video TFT6.2W E6280 Brown,Southridge Video,Car Video,TV and Video,Europe,Valletta,Malta
10511,2036-12-21,55.32987141,326,4,221.3194856,1271.4,1050.080514,Catalog,North America Spring Promotion,WWI Laptop8.9 E0089 Black,Wide World Importers,Laptops,Computers,North America,North Harford,United States
10515,2036-12-22,197.9845414,383,12,2375.814497,4596,2220.185503,Store,European Spring Promotion,Fabrikam Laptop10.1 M0100 White,"Fabrikam, Inc.",Laptops,Computers,Europe,Leeds,United Kingdom
10517,2036-12-23,26.8282953,35.99,10,268.282953,359.9,91.617047,Online,No Discount,Contoso Expandable 3-Handset Cordless Phone System M204 White,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,Bethesda,United States
10519,2036-12-24,1.6688022,267,10,16.688022,2670,2653.311978,Online,No Discount,The Phone Company Smart phones Unlocked M300 Black,The Phone Company,Smart phones & PDAs ,Cell phones,Asia,Beijing,China
10520,2036-12-25,28.89585319,33.99,4,115.5834128,135.96,20.37658722,Store,North America Spring Promotion,SV 512MB Laptop memory E800 Black,Southridge Video,Computers Accessories,Computers,North America,Green Bay,United States
10521,2036-12-26,223.7832053,269,6,1342.699232,1614,271.3007682,Store,European Spring Promotion,SV Car Video TFT6.2W E6282 Silver,Southridge Video,Car Video,TV and Video,Europe,Manchester,United Kingdom
10523,2036-12-27,5.622918162,42.99,10,56.22918162,429.9,373.6708184,Online,No Discount,Contoso Centrex Phone System L10 Black,"Contoso, Ltd",Home & Office Phones,Cell phones,Europe,Berlin,Germany
10524,2036-12-28,116.1151484,566,13,1509.49693,7131.6,5622.10307,Store,North America Holiday Promotion,Fabrikam Home and Vacation Moviemaker 1/2'' 3mm M300 White,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Worcester,United States
10525,2036-12-29,350.3796102,632,10,3503.796102,6320,2816.203898,Store,No Discount,Contoso SLR Camera X145 Pink,"Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,North America,Rochester,United States
10526,2036-12-30,364.3445686,699,12,4372.134823,8241.21,3869.075177,Online,European Spring Promotion,Litware Home Theater System 5.1 Channel M512 Silver,"Litware, Inc.",Home Theater System,TV and Video,Europe,Berlin,Germany
10529,2036-12-31,43.47781579,186.9,10,434.7781579,1869,1434.221842,Store,No Discount,A. Datum Bridge Digital Camera M300 Pink,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,Europe,Dublin,Ireland
10530,2037-01-01,395.3779934,500,30,11861.3398,15000,3138.660199,Online,No Discount,SV Car Video LCD7W M7080 Black,Southridge Video,Car Video,TV and Video,North America,Bethesda,United States
10531,2037-01-02,102.8240575,409,10,1028.240575,4090,3061.759425,Catalog,No Discount,Contoso Home Theater System 4.1 Channel M1400 White,"Contoso, Ltd",Home Theater System,TV and Video,North America,North Harford,United States
10533,2037-01-03,318.4390528,646,13,4139.707686,8010.4,3870.692314,Store,North America Holiday Promotion,Contoso SLR Camera X143 Grey,"Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,North America,Edgerton,United States
10534,2037-01-04,9.078385023,11.9,6,54.47031014,61.88,7.409689863,Store,North America Holiday Promotion,Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 Black,"Contoso, Ltd",Computers Accessories,Computers,North America,Humble,United States
10535,2037-01-05,555.8509419,758,30,16675.52826,22740,6064.471742,Catalog,No Discount,WWI Laptop15.4W M0156 White,Wide World Importers,Laptops,Computers,North America,North Harford,United States
10536,2037-01-06,1.364614752,41.73,10,13.64614752,417.3,403.6538525,Reseller,No Discount,SV Keyboard E90 Black,Southridge Video,Computers Accessories,Computers,Europe,Paris,France
10538,2037-01-07,39.42636273,129,10,394.2636273,1290,895.7363727,Online,No Discount,Contoso Multimedia Speakers M25 Brown,"Contoso, Ltd",Computers Accessories,Computers,Asia,Beijing,China
10539,2037-01-08,513.0231802,1299,24,12312.55633,30916.2,18603.64367,Catalog,North America Back-to-School Promotion,Adventure Works Laptop19W X1980 Blue,Adventure Works,Laptops,Computers,North America,North Harford,United States
10540,2037-01-09,149.2378158,269.9,8,1193.902527,2159.2,965.2974734,Catalog,North America Spring Promotion,Litware Home Theater System 2.1 Channel E211 Black,"Litware, Inc.",Home Theater System,TV and Video,North America,North Harford,United States
10544,2037-01-10,12.4401951,16.99,9,111.9617559,152.91,40.94824407,Reseller,Asian Spring Promotion,Contoso Phone with 13-Number Memory (210) M301 White,"Contoso, Ltd",Home & Office Phones,Cell phones,Asia,Beijing,China
10547,2037-01-11,162.5997758,208,10,1625.997758,2080,454.0022425,Store,No Discount,The Phone Company Smart phones 160x160 M26 Grey,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Atlantic City,United States
10549,2037-01-12,64.69929528,69,6,388.1957717,382.95,-5.245771686,Store,Asian Holiday Promotion,Proseware CRT19 E201 Black,"Proseware, Inc.",Monitors,Computers,Asia,Canberra,Australia
10551,2037-01-13,724.6282995,999,10,7246.282995,9990,2743.717005,Online,No Discount,WWI Projector 720p DLP56 White,Wide World Importers,Projectors & Screens,Computers,Asia,Beijing,China
10552,2037-01-14,16.66938642,29.9,9,150.0244778,269.1,119.0755222,Store,North America Spring Promotion,Contoso USB 2.0 Dock Station docking station M800 Black,"Contoso, Ltd",Computers Accessories,Computers,North America,Spokane,United States
10554,2037-01-15,17.70469169,39.99,24,424.9126006,951.762,526.8493994,Store,North America Back-to-School Promotion,Contoso Cyber Shot Digital Cameras Adapter E306 Black,"Contoso, Ltd",Cameras & Camcorders Accessories,Cameras and camcorders ,North America,Russellville,United States
10555,2037-01-16,42.84471266,116,13,556.9812646,1490.6,933.6187354,Reseller,Asian Holiday Promotion,Proseware Mobile Receipt and Document Scanner M200 Grey,"Proseware, Inc.","Printers, Scanners & Fax",Computers,Asia,Beijing,China
10556,2037-01-17,17.41149847,21.57,9,156.7034863,191.973,35.26951373,Store,North America Spring Promotion,Contoso 2G MP3 Player E200 Silver,"Contoso, Ltd",MP4&MP3,Audio,North America,Russellville,United States
10557,2037-01-18,12.42235373,58.99,18,223.6023671,1061.82,838.2176329,Online,Asian Spring Promotion,SV DVD Player M120 White,Southridge Video,Movie DVD,"Music, Movies and Audio Books",Asia,Beijing,China
10559,2037-01-19,104.247546,456.9,12,1250.970552,5482.8,4231.829448,Store,European Spring Promotion,Fabrikam Laptop14.1W M4180 Red,"Fabrikam, Inc.",Laptops,Computers,Europe,Liverpool,United Kingdom
10560,2037-01-20,114.0940823,186.9,10,1140.940823,1869,728.0591769,Store,No Discount,A. Datum Bridge Digital Camera M300 Orange,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,Desoto,United States
10561,2037-01-21,412.0894191,633,12,4945.07303,7469.4,2524.32697,Store,North America Back-to-School Promotion,"Fabrikam Home and vacation moviemaker 1/3"" 8.5mm M200 Blue","Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Burlington,United States
10562,2037-01-22,1653.505277,2499,26,42991.13719,62475,19483.86281,Online,North America Holiday Promotion,Proseware Projector 1080p DLP86 Black,"Proseware, Inc.",Projectors & Screens,Computers,North America,Bethesda,United States
10563,2037-01-23,33.21266461,99,12,398.5519753,1188,789.4480247,Reseller,European Spring Promotion,Adventure Works LCD15 E100 White,Adventure Works,Monitors,Computers,Europe,Paris,France
10564,2037-01-24,793.250082,878,10,7932.50082,8780,847.4991802,Store,No Discount,Fabrikam Business Videographer 1/2'' 3mm M500 White,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Sedalia,United States
10566,2037-01-25,3.314461195,9.5,12,39.77353434,113.335,73.56146566,Store,European Spring Promotion,Contoso Education Essentials Bundle M300 Black,"Contoso, Ltd",Computers Accessories,Computers,Europe,Paris,France
10571,2037-01-26,15.41399304,24.99,120,1849.679164,2988.804,1139.124836,Online,North America Back-to-School Promotion,Cigarette Lighter Adapter for Contoso Phones E110 Black,"Contoso, Ltd",Cell phones Accessories,Cell phones,North America,Bethesda,United States
10572,2037-01-27,46.59320349,129,12,559.1184419,1535.1,975.9815581,Online,North America Back-to-School Promotion,Contoso Multimedia Speakers M25 White,"Contoso, Ltd",Computers Accessories,Computers,North America,Bethesda,United States
10575,2037-01-28,28.34770898,115,10,283.4770898,1150,866.5229102,Store,No Discount,WWI Wireless Bluetooth Stereo Headphones M270 Black,Wide World Importers,Bluetooth Headphones,Audio,North America,Grand Prairie,United States
10578,2037-01-29,19.46585579,41.73,10,194.6585579,417.3,222.6414421,Store,No Discount,SV Keyboard E90 Grey,Southridge Video,Computers Accessories,Computers,North America,Austin,United States
10579,2037-01-30,1.015224605,13.9,24,24.36539051,328.04,303.6746095,Store,North America Back-to-School Promotion,Contoso Reserve Pen - Tablet Pen E200 White,"Contoso, Ltd",Computers Accessories,Computers,North America,Worcester,United States
10580,2037-01-31,272.465427,339,10,2724.65427,3390,665.3457297,Reseller,No Discount,Contoso Home Theater System 5.1 Channel M1520 Black,"Contoso, Ltd",Home Theater System,TV and Video,Europe,Paris,France
10581,2037-02-01,70.27137906,268,9,632.4424116,2371.8,1739.357588,Store,North America Spring Promotion,The Phone Company PDA Phone Unlocked 3.5 inches M530 Black,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Vancouver,Canada
10582,2037-02-02,485.3208184,799,9,4367.887366,7191,2823.112634,Store,North America Spring Promotion,Litware Home Theater System 7.1 Channel M710 Black,"Litware, Inc.",Home Theater System,TV and Video,North America,Seattle,United States
10584,2037-02-03,3.013523926,13.89,8,24.1081914,102.786,78.6778086,Online,European Holiday Promotion,Contoso DVD 58 DVD Storage Binder M55 Silver,"Contoso, Ltd",Movie DVD,"Music, Movies and Audio Books",Europe,Berlin,Germany
10585,2037-02-04,313.6932673,819,39,12234.03742,31572.45,19338.41258,Online,Asian Holiday Promotion,WWI LCD24 X300 Black,Wide World Importers,Monitors,Computers,Asia,Beijing,China
10586,2037-02-05,20.92842802,36.99,10,209.2842802,369.9,160.6157198,Store,No Discount,Contoso Multi-Use Terminal Cable E308 Silver,"Contoso, Ltd",Cameras & Camcorders Accessories,Cameras and camcorders ,North America,Marshall,United States
10587,2037-02-06,213.50966,391.9,24,5124.231839,9288.03,4163.798161,Catalog,North America Back-to-School Promotion,Fabrikam SLR Camera M150 Green,"Fabrikam, Inc.",Digital SLR Cameras,Cameras and camcorders ,North America,North Harford,United States
10591,2037-02-07,54.93585662,56.9,9,494.4227096,512.1,17.67729044,Store,North America Spring Promotion,SV 8xDVD E130 Silver,Southridge Video,VCD & DVD,TV and Video,North America,Denver,United States
10592,2037-02-08,14.41135799,332,13,187.3476538,4216.4,4029.052346,Reseller,Asian Holiday Promotion,Fabrikam SLR Camera M148 Silver Grey,"Fabrikam, Inc.",Digital SLR Cameras,Cameras and camcorders ,Asia,Beijing,China
10593,2037-02-09,9.393847229,219,5,46.96923615,1095,1048.030764,Store,No Discount,SV Car Video AM/FM E1001 Black,Southridge Video,Car Video,TV and Video,North America,Hackensack,United States
10594,2037-02-10,9.298490509,599,10,92.98490509,5990,5897.015095,Store,No Discount,Proseware Laptop16 M610 White,"Proseware, Inc.",Laptops,Computers,North America,Germantown,United States
10595,2037-02-11,69.40541874,599,10,694.0541874,5990,5295.945813,Store,No Discount,Adventure Works Laptop16 M1601 White,Adventure Works,Laptops,Computers,North America,Houston,United States
10596,2037-02-12,85.71989093,850,10,857.1989093,8500,7642.801091,Online,No Discount,Fabrikam Business Videographer 2/3'' 17mm M280 Grey,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,Asia,Beijing,China
10598,2037-02-13,71.47570104,338,12,857.7084125,4056,3198.291588,Store,North America Back-to-School Promotion,"A. Datum SLR Camera 35"" M358 Gold",A. Datum Corporation,Digital SLR Cameras,Cameras and camcorders ,North America,Pasadena,United States
10599,2037-02-14,4.997795415,13,5,24.98897707,65,40.01102293,Catalog,No Discount,Contoso Optical Wheel OEM PS/2 Mouse E60 Silver,"Contoso, Ltd",Computers Accessories,Computers,North America,North Harford,United States
10601,2037-02-15,130.1662327,209,10,1301.662327,2090,788.3376734,Store,No Discount,Proseware Laser Jet Color Printer X300 Black,"Proseware, Inc.","Printers, Scanners & Fax",Computers,Europe,Saint Petersburg,Russia
10604,2037-02-16,56.59297275,149.95,4,226.371891,577.3075,350.935609,Store,North America Spring Promotion,WWI 1GBPulse Smart pen E50 Black,Wide World Importers,Recording Pen,Audio,North America,Burlington,United States
10610,2037-02-17,102.2650801,116,24,2454.361922,2737.6,283.2380782,Store,North America Back-to-School Promotion,Proseware Mobile Receipt and Document Scanner M200 White,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,Bridgeport,United States
10611,2037-02-18,1261.611952,2295,6,7569.671715,13770,6200.328285,Store,No Discount,WWI Projector 1080p LCD86 Black,Wide World Importers,Projectors & Screens,Computers,Asia,Canberra,Australia
10612,2037-02-19,18.45043217,26.99,9,166.0538895,242.91,76.85611051,Store,North America Spring Promotion,Contoso KSU-less key system M38 Black,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,Denver,United States
10613,2037-02-20,13.84849213,16.99,12,166.1819055,200.482,34.30009449,Store,North America Back-to-School Promotion,Contoso Phone with 13-Number Memory (210) M301 Black,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,Germantown,United States
10614,2037-02-21,121.8341422,308,12,1462.009707,3572.8,2110.790293,Online,North America Back-to-School Promotion,The Phone Company Touch Screen Phones Capacitive M908 Gold,The Phone Company,Touch Screen Phones ,Cell phones,North America,Bethesda,United States
10616,2037-02-22,68.67881708,358,13,892.8246221,4367.6,3474.775378,Store,North America Holiday Promotion,"Contoso SLR Camera 35"" M358 Grey","Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,North America,Roanoke,United States
10617,2037-02-23,193.666599,199,5,968.3329948,995,26.66700523,Store,No Discount,SV Car Video AM/FM E1000 Silver,Southridge Video,Car Video,TV and Video,North America,Parkville,United States
10618,2037-02-24,377.8623821,600,13,4912.210967,7800,2887.789033,Store,Asian Holiday Promotion,Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 Grey,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,Asia,Shanghai,China
10620,2037-02-25,223.0886666,301,40,8923.546666,12040,3116.453334,Catalog,No Discount,The Phone Company Sharp Touch Screen Phones M910 Grey,The Phone Company,Touch Screen Phones ,Cell phones,North America,North Harford,United States
10621,2037-02-26,102.1790435,165,12,1226.148522,1930.5,704.3514779,Store,North America Back-to-School Promotion,A. Datum Ultra Compact Digital Camera M190 Green,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,Oshkosh,United States
10622,2037-02-27,31.31852593,38.99,10,313.1852593,389.9,76.7147407,Store,No Discount,Contoso Private Automatic Branch Exchange M65 White,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,Milwaukee,United States
10623,2037-02-28,18.22370872,198,9,164.0133784,1742.4,1578.386622,Store,European Back-to-Scholl Promotion,A. Datum Point Shoot Digital Camera M500 Orange,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,Europe,Cheshire,United Kingdom
10624,2037-03-01,26.64248655,49,12,319.7098385,573.3,253.5901615,Store,Asian Summer Promotion,Proseware CRT15 E10 White,"Proseware, Inc.",Monitors,Computers,Asia,Damascus,Syria
10625,2037-03-02,11.62140804,19.9,20,232.4281608,398,165.5718392,Online,No Discount,Contoso Battery charger - bike E200 Grey,"Contoso, Ltd",Computers Accessories,Computers,Asia,Beijing,China
10627,2037-03-03,79.20301805,259,4,316.8120722,1036,719.1879278,Reseller,European Holiday Promotion,SV Car Video TFT6.2W E6281 Brown,Southridge Video,Car Video,TV and Video,Europe,Paris,France
10630,2037-03-04,18.07373358,249.99,10,180.7373358,2499.9,2319.162664,Store,No Discount,WWI Wireless Transmitter and Bluetooth Headphones X250 Silver,Wide World Importers,Bluetooth Headphones,Audio,North America,Alexandria,United States
10633,2037-03-05,1.796856638,9.5,13,23.3591363,123.5,100.1408637,Store,European Holiday Promotion,Contoso Power Inverter - DC to AC power inverter E900 Grey,"Contoso, Ltd",Computers Accessories,Computers,Europe,Moscow,Russia
10634,2037-03-06,31.52780043,238,13,409.8614055,2951.2,2541.338594,Reseller,Asian Holiday Promotion,The Phone Company PDA Phone Unlocked 3.7 inches M510 White,The Phone Company,Smart phones & PDAs ,Cell phones,Asia,Beijing,China
10635,2037-03-07,21.30584835,75.99,18,383.5052703,1364.0205,980.5152297,Catalog,North America Spring Promotion,SV 40GB USB2.0 Portable Hard Disk E400 Blue,Southridge Video,Computers Accessories,Computers,North America,North Harford,United States
10637,2037-03-08,131.9419558,259.99,18,2374.955204,4523.826,2148.870796,Reseller,European Back-to-Scholl Promotion,Contoso DVD 14-Inch Player Portable L100 White,"Contoso, Ltd",Movie DVD,"Music, Movies and Audio Books",Europe,Paris,France
10638,2037-03-09,167.4295888,188,9,1506.866299,1654.4,147.5337011,Reseller,European Back-to-Scholl Promotion,Proseware Wireless Photo All-in-One Printer M390 Black,"Proseware, Inc.","Printers, Scanners & Fax",Computers,Europe,Paris,France
